Row Labels,Monetory,Frequency,Max of InvoiceDate,Current Date,Recency,Monetory Score,Frequency Score,Recency Score,RFM ,RFM Score,Segment Name,,,,
15554,217.2,14,07-03-2011,09-12-2011,277,1,1,1,3,0,immediate Attention,,,,
15555,4758.2,925,27-11-2011,09-12-2011,12,9,9,8,26,9,Top Customer,,,,
15556,279.77,31,15-11-2011,09-12-2011,24,2,4,7,13,4,At Risk/ Need Attention,,,,
15557,473.65,20,11-11-2011,09-12-2011,28,4,2,7,13,4,At Risk/ Need Attention,,,,
15561,722.74,31,28-11-2011,09-12-2011,11,5,4,9,18,6,Loyal customer,,,,
15562,134.55,1,23-12-2010,09-12-2011,351,0,0,1,1,0,immediate Attention,,,,
15563,1319.69,117,01-12-2011,09-12-2011,8,7,7,9,23,8,Top Customer,,,,
15565,173.16,8,20-10-2011,09-12-2011,50,1,1,6,8,2,At Risk/ Need Attention,,,,
15567,186.01,7,21-11-2011,09-12-2011,18,1,0,8,9,2,At Risk/ Need Attention,,,,
15568,758.29,53,07-12-2011,09-12-2011,2,5,5,10,20,7,Loyal customer,,,,
15569,1375.71,31,28-08-2011,09-12-2011,103,7,4,4,15,5,Loyal customer,,,,
15570,4109.97,330,02-12-2011,09-12-2011,7,9,9,9,27,9,Top Customer,,,,
15571,650.43,57,28-11-2011,09-12-2011,11,5,5,9,19,6,Loyal customer,,,,
15572,2552.86,215,05-12-2011,09-12-2011,4,8,9,10,27,9,Top Customer,,,,
15573,607.45,104,08-11-2011,09-12-2011,31,4,7,7,18,6,Loyal customer,,,,
15574,702.25,168,15-06-2011,09-12-2011,177,5,8,3,16,5,Loyal customer,,,,
15576,940.67,45,02-11-2011,09-12-2011,37,6,5,6,17,5,Loyal customer,,,,
15577,258.88,39,11-07-2011,09-12-2011,151,2,4,3,9,2,At Risk/ Need Attention,,,,
15578,127.1,13,30-06-2011,09-12-2011,162,0,1,3,4,0,immediate Attention,,,,
15579,348.6,51,02-10-2011,09-12-2011,68,3,5,5,13,4,At Risk/ Need Attention,,,,
15581,3429.97,151,11-08-2011,09-12-2011,120,8,8,3,19,6,Loyal customer,,,,
15582,682.91,44,15-11-2011,09-12-2011,24,5,5,7,17,5,Loyal customer,,,,
15584,722.61,125,16-11-2011,09-12-2011,23,5,8,7,20,7,Loyal customer,,,,
15585,455.3,31,16-06-2011,09-12-2011,176,3,4,3,10,3,At Risk/ Need Attention,,,,
15587,913.68,9,20-10-2011,09-12-2011,50,6,1,6,13,4,At Risk/ Need Attention,,,,
15589,456.58,30,01-04-2011,09-12-2011,252,3,4,2,9,2,At Risk/ Need Attention,,,,
15590,-30.19,1,23-02-2011,09-12-2011,289,0,0,1,1,0,immediate Attention,,,,
15592,388.58,24,24-10-2011,09-12-2011,46,3,3,6,12,3,At Risk/ Need Attention,,,,
15593,199.8,5,30-09-2011,09-12-2011,70,1,0,5,6,1,At Risk/ Need Attention,,,,
15594,1767.53,104,24-11-2011,09-12-2011,15,7,7,8,22,7,Loyal customer,,,,
15596,1343.34,84,31-08-2011,09-12-2011,100,7,6,4,17,5,Loyal customer,,,,
15597,315.72,23,10-11-2011,09-12-2011,29,2,3,7,12,3,At Risk/ Need Attention,,,,
15598,235.68,16,04-11-2011,09-12-2011,35,2,2,6,10,3,At Risk/ Need Attention,,,,
15599,761.74,52,13-11-2011,09-12-2011,26,5,5,7,17,5,Loyal customer,,,,
15601,6745.36,414,28-11-2011,09-12-2011,11,9,9,9,27,9,Top Customer,,,,
15602,1083.63,54,01-12-2011,09-12-2011,8,6,5,9,20,7,Loyal customer,,,,
15603,48.48,2,22-09-2011,09-12-2011,78,0,0,4,4,0,immediate Attention,,,,
15604,216.39,17,18-10-2011,09-12-2011,52,1,2,5,8,2,At Risk/ Need Attention,,,,
15605,1198.23,67,03-11-2011,09-12-2011,36,6,6,6,18,6,Loyal customer,,,,
15606,2422.64,91,13-10-2011,09-12-2011,57,8,7,5,20,7,Loyal customer,,,,
15607,104.76,13,07-01-2011,09-12-2011,336,0,1,1,2,0,immediate Attention,,,,
15608,1093.68,60,11-11-2011,09-12-2011,28,6,6,7,19,6,Loyal customer,,,,
15609,270.03,18,10-06-2011,09-12-2011,182,2,2,2,6,1,At Risk/ Need Attention,,,,
15610,112.46,6,19-10-2011,09-12-2011,51,0,0,5,5,0,immediate Attention,,,,
15611,1568.39,45,30-11-2011,09-12-2011,9,7,5,9,21,7,Loyal customer,,,,
15612,195.15,6,03-11-2011,09-12-2011,36,1,0,6,7,1,At Risk/ Need Attention,,,,
15615,10360.04,429,29-11-2011,09-12-2011,10,9,9,9,27,9,Top Customer,,,,
15618,747.031,49,07-11-2011,09-12-2011,32,5,5,6,16,5,Loyal customer,,,,
15619,336.4,3,29-11-2011,09-12-2011,10,2,0,9,11,3,At Risk/ Need Attention,,,,
15620,1524.4,104,20-10-2011,09-12-2011,50,7,7,6,20,7,Loyal customer,,,,
15621,1158.77,18,05-12-2011,09-12-2011,4,6,2,10,18,6,Loyal customer,,,,
15622,3224.53,214,06-12-2011,09-12-2011,3,8,9,10,27,9,Top Customer,,,,
15623,301.03,19,21-07-2011,09-12-2011,141,2,2,3,7,1,At Risk/ Need Attention,,,,
15624,588.13,34,15-08-2011,09-12-2011,116,4,4,3,11,3,At Risk/ Need Attention,,,,
15625,1504.56,68,31-08-2011,09-12-2011,100,7,6,4,17,5,Loyal customer,,,,
15626,675.8,49,26-09-2011,09-12-2011,74,5,5,4,14,4,At Risk/ Need Attention,,,,
15628,2865.64,157,05-12-2011,09-12-2011,4,8,8,10,26,9,Top Customer,,,,
15630,1180.4,61,25-10-2011,09-12-2011,45,6,6,6,18,6,Loyal customer,,,,
15632,3147.31,177,24-11-2011,09-12-2011,15,8,8,8,24,8,Top Customer,,,,
15634,243.55,15,22-11-2011,09-12-2011,17,2,2,8,12,3,At Risk/ Need Attention,,,,
15636,724.76,25,11-09-2011,09-12-2011,89,5,3,4,12,3,At Risk/ Need Attention,,,,
15637,223.36,15,18-10-2011,09-12-2011,52,1,2,5,8,2,At Risk/ Need Attention,,,,
15638,-94,2,11-02-2011,09-12-2011,301,0,0,1,1,0,immediate Attention,,,,
15639,425.32,25,28-07-2011,09-12-2011,134,3,3,3,9,2,At Risk/ Need Attention,,,,
15640,12433.34,495,05-12-2011,09-12-2011,4,9,9,10,28,9,Top Customer,,,,
15641,1887.2,119,26-08-2011,09-12-2011,105,7,7,4,18,6,Loyal customer,,,,
15643,647.4,36,13-06-2011,09-12-2011,179,4,4,2,10,3,At Risk/ Need Attention,,,,
15644,813,238,26-06-2011,09-12-2011,166,5,9,3,17,5,Loyal customer,,,,
15645,612.01,52,21-11-2011,09-12-2011,18,4,5,8,17,5,Loyal customer,,,,
15646,425.14,36,05-07-2011,09-12-2011,157,3,4,3,10,3,At Risk/ Need Attention,,,,
15648,599.9,28,19-05-2011,09-12-2011,204,4,3,2,9,2,At Risk/ Need Attention,,,,
15649,816,2,07-01-2011,09-12-2011,336,5,0,1,6,1,At Risk/ Need Attention,,,,
15651,646.3,32,03-11-2011,09-12-2011,36,4,4,6,14,4,At Risk/ Need Attention,,,,
15652,337.74,21,09-09-2011,09-12-2011,91,3,2,4,9,2,At Risk/ Need Attention,,,,
15653,877.44,6,08-09-2011,09-12-2011,92,5,0,4,9,2,At Risk/ Need Attention,,,,
15654,922.53,21,30-11-2011,09-12-2011,9,6,2,9,17,5,Loyal customer,,,,
15655,511.32,37,20-04-2011,09-12-2011,233,4,4,2,10,3,At Risk/ Need Attention,,,,
15656,748.5,47,25-10-2011,09-12-2011,45,5,5,6,16,5,Loyal customer,,,,
15657,30,1,17-11-2011,09-12-2011,22,0,0,7,7,1,At Risk/ Need Attention,,,,
15658,958.9,56,02-06-2011,09-12-2011,190,6,5,2,13,4,At Risk/ Need Attention,,,,
15659,306.45,11,27-10-2011,09-12-2011,43,2,1,6,9,2,At Risk/ Need Attention,,,,
15660,1552.01,94,14-11-2011,09-12-2011,25,7,7,7,21,7,Loyal customer,,,,
15661,309.8,5,26-01-2011,09-12-2011,317,2,0,1,3,0,immediate Attention,,,,
15663,138.14,9,25-08-2011,09-12-2011,106,0,1,4,5,0,immediate Attention,,,,
15664,358.63,19,20-10-2011,09-12-2011,50,3,2,6,11,3,At Risk/ Need Attention,,,,
15665,2242.01,116,24-06-2011,09-12-2011,168,8,7,3,18,6,Loyal customer,,,,
15667,301.32,13,31-10-2011,09-12-2011,39,2,1,6,9,2,At Risk/ Need Attention,,,,
15668,76.32,1,06-05-2011,09-12-2011,217,0,0,2,2,0,immediate Attention,,,,
15669,677.69,35,30-10-2011,09-12-2011,40,5,4,6,15,5,Loyal customer,,,,
15670,173.05,12,16-02-2011,09-12-2011,296,1,1,1,3,0,immediate Attention,,,,
15671,2635.49,81,21-11-2011,09-12-2011,18,8,6,8,22,7,Loyal customer,,,,
15673,2881.02,155,12-09-2011,09-12-2011,88,8,8,4,20,7,Loyal customer,,,,
15674,1744.02,135,27-09-2011,09-12-2011,73,7,8,4,19,6,Loyal customer,,,,
15675,323.69,21,19-09-2011,09-12-2011,81,2,2,4,8,2,At Risk/ Need Attention,,,,
15676,3324.09,216,30-11-2011,09-12-2011,9,8,9,9,26,9,Top Customer,,,,
15677,657.23,33,21-10-2011,09-12-2011,49,5,4,6,15,5,Loyal customer,,,,
15678,352.7,12,18-10-2011,09-12-2011,52,3,1,5,9,2,At Risk/ Need Attention,,,,
15679,781.28,110,15-11-2011,09-12-2011,24,5,7,7,19,6,Loyal customer,,,,
15680,1333.68,78,30-11-2011,09-12-2011,9,7,6,9,22,7,Loyal customer,,,,
15681,946.36,67,21-11-2011,09-12-2011,18,6,6,8,20,7,Loyal customer,,,,
15683,193.75,10,14-08-2011,09-12-2011,117,1,1,3,5,0,immediate Attention,,,,
15687,2981.5,168,01-12-2011,09-12-2011,8,8,8,9,25,8,Top Customer,,,,
15689,254.1,9,12-08-2011,09-12-2011,119,2,1,3,6,1,At Risk/ Need Attention,,,,
15690,239.76,19,05-12-2011,09-12-2011,4,2,2,10,14,4,At Risk/ Need Attention,,,,
15691,136.8,2,01-04-2011,09-12-2011,252,0,0,2,2,0,immediate Attention,,,,
15692,191.04,12,11-11-2011,09-12-2011,28,1,1,7,9,2,At Risk/ Need Attention,,,,
15694,6423.6,79,09-12-2011,09-12-2011,0,9,6,10,25,8,Top Customer,,,,
15695,409.98,22,18-03-2011,09-12-2011,266,3,3,1,7,1,At Risk/ Need Attention,,,,
15696,2644.46,177,06-11-2011,09-12-2011,33,8,8,6,22,7,Loyal customer,,,,
15699,309.65,18,22-11-2011,09-12-2011,17,2,2,8,12,3,At Risk/ Need Attention,,,,
15700,664.03,89,20-06-2011,09-12-2011,172,5,7,3,15,5,Loyal customer,,,,
15701,1542.14,237,07-12-2011,09-12-2011,2,7,9,10,26,9,Top Customer,,,,
15703,211.5,5,20-03-2011,09-12-2011,264,1,0,1,2,0,immediate Attention,,,,
15704,2293.62,117,22-07-2011,09-12-2011,140,8,7,3,18,6,Loyal customer,,,,
15705,143.1,6,22-05-2011,09-12-2011,201,0,0,2,2,0,immediate Attention,,,,
15706,1001.81,59,11-10-2011,09-12-2011,59,6,6,5,17,5,Loyal customer,,,,
15707,945.58,214,04-11-2011,09-12-2011,35,6,9,6,21,7,Loyal customer,,,,
15708,3329.72,297,30-10-2011,09-12-2011,40,8,9,6,23,8,Top Customer,,,,
15709,133.25,6,01-03-2011,09-12-2011,283,0,0,1,1,0,immediate Attention,,,,
15712,1072.36,53,30-11-2011,09-12-2011,9,6,5,9,20,7,Loyal customer,,,,
15713,346.75,20,19-07-2011,09-12-2011,143,3,2,3,8,2,At Risk/ Need Attention,,,,
15714,330.88,35,28-11-2011,09-12-2011,11,2,4,9,15,5,Loyal customer,,,,
15716,1118.81,118,17-07-2011,09-12-2011,145,6,7,3,16,5,Loyal customer,,,,
15717,150.3,7,19-04-2011,09-12-2011,234,1,0,2,3,0,immediate Attention,,,,
15719,5043.96,938,07-11-2011,09-12-2011,32,9,9,6,24,8,Top Customer,,,,
15720,598.73,128,15-11-2011,09-12-2011,24,4,8,7,19,6,Loyal customer,,,,
15721,507.08,91,28-11-2011,09-12-2011,11,4,7,9,20,7,Loyal customer,,,,
15722,2181.21,72,04-11-2011,09-12-2011,35,8,6,6,20,7,Loyal customer,,,,
15723,203.1,41,10-12-2010,09-12-2011,364,1,4,1,6,1,At Risk/ Need Attention,,,,
15724,212.3,12,22-05-2011,09-12-2011,201,1,1,2,4,0,immediate Attention,,,,
15725,415.25,32,24-11-2011,09-12-2011,15,3,4,8,15,5,Loyal customer,,,,
15727,5178.96,302,23-11-2011,09-12-2011,16,9,9,8,26,9,Top Customer,,,,
15728,-134.8,4,21-10-2011,09-12-2011,49,0,0,6,6,1,At Risk/ Need Attention,,,,
15729,62,6,25-05-2011,09-12-2011,198,0,0,2,2,0,immediate Attention,,,,
15730,1108.38,73,05-10-2011,09-12-2011,65,6,6,5,17,5,Loyal customer,,,,
15732,294.12,14,11-05-2011,09-12-2011,212,2,1,2,5,0,immediate Attention,,,,
15733,162.3,10,02-03-2011,09-12-2011,282,1,1,1,3,0,immediate Attention,,,,
15734,1339.45,26,17-08-2011,09-12-2011,114,7,3,3,13,4,At Risk/ Need Attention,,,,
15737,1121.21,81,25-11-2011,09-12-2011,14,6,6,8,20,7,Loyal customer,,,,
15738,4788.77,176,21-11-2011,09-12-2011,18,9,8,8,25,8,Top Customer,,,,
15739,449.12,8,04-10-2011,09-12-2011,66,3,1,5,9,2,At Risk/ Need Attention,,,,
15740,154.88,9,21-10-2011,09-12-2011,49,1,1,6,8,2,At Risk/ Need Attention,,,,
15743,784.46,88,23-11-2011,09-12-2011,16,5,7,8,20,7,Loyal customer,,,,
15744,34.8,3,23-09-2011,09-12-2011,77,0,0,4,4,0,immediate Attention,,,,
15745,1071.24,65,01-12-2011,09-12-2011,8,6,6,9,21,7,Loyal customer,,,,
15746,182.96,29,28-07-2011,09-12-2011,134,1,3,3,7,1,At Risk/ Need Attention,,,,
15747,974.04,93,27-11-2011,09-12-2011,12,6,7,8,21,7,Loyal customer,,,,
15748,149.31,21,30-10-2011,09-12-2011,40,1,2,6,9,2,At Risk/ Need Attention,,,,
15749,21535.9,15,18-04-2011,09-12-2011,235,9,2,2,13,4,At Risk/ Need Attention,,,,
15750,2451.23,295,07-12-2011,09-12-2011,2,8,9,10,27,9,Top Customer,,,,
15752,2628.93,412,31-10-2011,09-12-2011,39,8,9,6,23,8,Top Customer,,,,
15753,79.2,1,08-02-2011,09-12-2011,304,0,0,1,1,0,immediate Attention,,,,
15754,455.67,29,20-10-2011,09-12-2011,50,3,3,6,12,3,At Risk/ Need Attention,,,,
15755,2318.88,149,08-12-2011,09-12-2011,1,8,8,10,26,9,Top Customer,,,,
15756,532.96,192,09-10-2011,09-12-2011,61,4,8,5,17,5,Loyal customer,,,,
15757,714.42,45,05-10-2011,09-12-2011,65,5,5,5,15,5,Loyal customer,,,,
15758,205.25,9,15-11-2011,09-12-2011,24,1,1,7,9,2,At Risk/ Need Attention,,,,
15759,253.04,7,05-05-2011,09-12-2011,218,2,0,2,4,0,immediate Attention,,,,
15762,583.75,37,05-10-2011,09-12-2011,65,4,4,5,13,4,At Risk/ Need Attention,,,,
15763,1048.67,63,08-11-2011,09-12-2011,31,6,6,7,19,6,Loyal customer,,,,
15764,3245.47,188,19-09-2011,09-12-2011,81,8,8,4,20,7,Loyal customer,,,,
15766,315.06,11,06-10-2011,09-12-2011,64,2,1,5,8,2,At Risk/ Need Attention,,,,
15768,581.83,28,16-08-2011,09-12-2011,115,4,3,3,10,3,At Risk/ Need Attention,,,,
15769,51823.72,147,02-12-2011,09-12-2011,7,9,8,9,26,9,Top Customer,,,,
15773,635.68,10,04-12-2011,09-12-2011,5,4,1,9,14,4,At Risk/ Need Attention,,,,
15774,270.8,25,02-10-2011,09-12-2011,68,2,3,5,10,3,At Risk/ Need Attention,,,,
15775,104.9,7,08-04-2011,09-12-2011,245,0,0,2,2,0,immediate Attention,,,,
15776,241.62,18,29-07-2011,09-12-2011,133,2,2,3,7,1,At Risk/ Need Attention,,,,
15777,1021.61,22,12-04-2011,09-12-2011,241,6,3,2,11,3,At Risk/ Need Attention,,,,
15780,475.28,29,09-06-2011,09-12-2011,183,4,3,2,9,2,At Risk/ Need Attention,,,,
15781,333.56,21,14-11-2011,09-12-2011,25,2,2,7,11,3,At Risk/ Need Attention,,,,
15782,2593.94,44,30-11-2011,09-12-2011,9,8,5,9,22,7,Loyal customer,,,,
15783,246.3,14,29-11-2011,09-12-2011,10,2,1,9,12,3,At Risk/ Need Attention,,,,
15785,2303.75,87,10-11-2011,09-12-2011,29,8,7,7,22,7,Loyal customer,,,,
15786,4834.2,280,27-10-2011,09-12-2011,43,9,9,6,24,8,Top Customer,,,,
15787,948.05,206,13-11-2011,09-12-2011,26,6,8,7,21,7,Loyal customer,,,,
15789,351.3,25,16-12-2010,09-12-2011,358,3,3,1,7,1,At Risk/ Need Attention,,,,
15790,220.85,35,29-11-2011,09-12-2011,10,1,4,9,14,4,At Risk/ Need Attention,,,,
15791,1604.44,76,27-10-2011,09-12-2011,43,7,6,6,19,6,Loyal customer,,,,
15793,948.96,13,30-11-2011,09-12-2011,9,6,1,9,16,5,Loyal customer,,,,
15795,610.01,42,13-07-2011,09-12-2011,149,4,4,3,11,3,At Risk/ Need Attention,,,,
15796,2666.61,135,08-12-2011,09-12-2011,1,8,8,10,26,9,Top Customer,,,,
15797,2207.4,8,18-08-2011,09-12-2011,113,8,1,3,12,3,At Risk/ Need Attention,,,,
15799,884.14,98,25-09-2011,09-12-2011,75,5,7,4,16,5,Loyal customer,,,,
15800,699.08,119,24-08-2011,09-12-2011,107,5,7,4,16,5,Loyal customer,,,,
15801,1042.19,69,24-10-2011,09-12-2011,46,6,6,6,18,6,Loyal customer,,,,
15802,-451.42,3,20-07-2011,09-12-2011,142,0,0,3,3,0,immediate Attention,,,,
15803,415.82,8,19-10-2011,09-12-2011,51,3,1,5,9,2,At Risk/ Need Attention,,,,
15804,3848.55,274,09-12-2011,09-12-2011,0,9,9,10,28,9,Top Customer,,,,
15805,5452.17,307,16-11-2011,09-12-2011,23,9,9,7,25,8,Top Customer,,,,
15806,784.58,31,24-10-2011,09-12-2011,46,5,4,6,15,5,Loyal customer,,,,
15807,903.9,48,20-10-2011,09-12-2011,50,5,5,6,16,5,Loyal customer,,,,
15808,3724.77,210,06-02-2011,09-12-2011,306,9,8,1,18,6,Loyal customer,,,,
15809,399.21,43,04-11-2011,09-12-2011,35,3,5,6,14,4,At Risk/ Need Attention,,,,
15810,1145.43,112,22-09-2011,09-12-2011,78,6,7,4,17,5,Loyal customer,,,,
15811,2171.32,139,22-11-2011,09-12-2011,17,8,8,8,24,8,Top Customer,,,,
15812,1801.14,41,24-08-2011,09-12-2011,107,7,4,4,15,5,Loyal customer,,,,
15813,1303.91,40,16-05-2011,09-12-2011,207,6,4,2,12,3,At Risk/ Need Attention,,,,
15814,1842.73,74,06-12-2011,09-12-2011,3,7,6,10,23,8,Top Customer,,,,
15815,2100.6,49,07-10-2011,09-12-2011,63,8,5,5,18,6,Loyal customer,,,,
15819,1905.45,123,21-10-2011,09-12-2011,49,7,7,6,20,7,Loyal customer,,,,
15820,206.98,17,24-01-2011,09-12-2011,319,1,2,1,4,0,immediate Attention,,,,
15821,570.96,62,26-10-2011,09-12-2011,44,4,6,6,16,5,Loyal customer,,,,
15822,885.47,33,06-12-2011,09-12-2011,3,5,4,10,19,6,Loyal customer,,,,
15823,-840.76,17,06-01-2011,09-12-2011,337,0,2,1,3,0,immediate Attention,,,,
15825,532.94,20,20-06-2011,09-12-2011,172,4,2,3,9,2,At Risk/ Need Attention,,,,
15826,1649.36,69,19-10-2011,09-12-2011,51,7,6,5,18,6,Loyal customer,,,,
15827,1641.48,134,27-09-2011,09-12-2011,73,7,8,4,19,6,Loyal customer,,,,
15829,636.14,51,01-09-2011,09-12-2011,99,4,5,4,13,4,At Risk/ Need Attention,,,,
15830,547.7,41,10-11-2011,09-12-2011,29,4,4,7,15,5,Loyal customer,,,,
15831,747.76,69,12-10-2011,09-12-2011,58,5,6,5,16,5,Loyal customer,,,,
15832,836.79,54,30-03-2011,09-12-2011,254,5,5,2,12,3,At Risk/ Need Attention,,,,
15834,2084.9,276,30-09-2011,09-12-2011,70,8,9,5,22,7,Loyal customer,,,,
15835,954.09,50,26-10-2011,09-12-2011,44,6,5,6,17,5,Loyal customer,,,,
15836,117.47,12,25-10-2011,09-12-2011,45,0,1,6,7,1,At Risk/ Need Attention,,,,
15837,391.98,24,06-10-2011,09-12-2011,64,3,3,5,11,3,At Risk/ Need Attention,,,,
15838,33350.76,169,28-11-2011,09-12-2011,11,9,8,9,26,9,Top Customer,,,,
15839,1020.74,65,14-11-2011,09-12-2011,25,6,6,7,19,6,Loyal customer,,,,
15840,345.66,28,12-10-2011,09-12-2011,58,3,3,5,11,3,At Risk/ Need Attention,,,,
15841,1209.1,50,06-10-2011,09-12-2011,64,6,5,5,16,5,Loyal customer,,,,
15843,118.95,8,09-02-2011,09-12-2011,303,0,1,1,2,0,immediate Attention,,,,
15844,130.74,11,24-10-2011,09-12-2011,46,0,1,6,7,1,At Risk/ Need Attention,,,,
15845,3650.87,140,22-11-2011,09-12-2011,17,9,8,8,25,8,Top Customer,,,,
15847,389.27,22,01-11-2011,09-12-2011,38,3,3,6,12,3,At Risk/ Need Attention,,,,
15850,238.85,97,20-11-2011,09-12-2011,19,2,7,8,17,5,Loyal customer,,,,
15852,160.71,22,06-06-2011,09-12-2011,186,1,3,2,6,1,At Risk/ Need Attention,,,,
15853,110.8,30,19-10-2011,09-12-2011,51,0,4,5,9,2,At Risk/ Need Attention,,,,
15854,2974.65,140,05-12-2011,09-12-2011,4,8,8,10,26,9,Top Customer,,,,
15855,712.24,80,26-07-2011,09-12-2011,136,5,6,3,14,4,At Risk/ Need Attention,,,,
15856,16173.67,653,05-12-2011,09-12-2011,4,9,9,10,28,9,Top Customer,,,,
15857,297,14,21-11-2011,09-12-2011,18,2,1,8,11,3,At Risk/ Need Attention,,,,
15858,1438.85,191,24-11-2011,09-12-2011,15,7,8,8,23,8,Top Customer,,,,
15860,977.21,142,30-10-2011,09-12-2011,40,6,8,6,20,7,Loyal customer,,,,
15861,3000.36,547,27-11-2011,09-12-2011,12,8,9,8,25,8,Top Customer,,,,
15862,832.88,147,01-12-2011,09-12-2011,8,5,8,9,22,7,Loyal customer,,,,
15863,68.84,18,14-11-2011,09-12-2011,25,0,2,7,9,2,At Risk/ Need Attention,,,,
15864,1769.78,24,17-11-2011,09-12-2011,22,7,3,7,17,5,Loyal customer,,,,
15865,895.13,40,30-10-2011,09-12-2011,40,5,4,6,15,5,Loyal customer,,,,
15866,230.53,45,30-08-2011,09-12-2011,101,1,5,4,10,3,At Risk/ Need Attention,,,,
15867,3797.79,463,04-12-2011,09-12-2011,5,9,9,9,27,9,Top Customer,,,,
15869,149.64,15,07-03-2011,09-12-2011,277,1,2,1,4,0,immediate Attention,,,,
15870,354.09,76,07-11-2011,09-12-2011,32,3,6,6,15,5,Loyal customer,,,,
15872,360.93,128,25-11-2011,09-12-2011,14,3,8,8,19,6,Loyal customer,,,,
15874,4330.67,137,07-10-2011,09-12-2011,63,9,8,5,22,7,Loyal customer,,,,
15877,440.78,131,08-12-2011,09-12-2011,1,3,8,10,21,7,Loyal customer,,,,
15880,313.28,106,05-12-2010,09-12-2011,369,2,7,1,10,3,At Risk/ Need Attention,,,,
15881,438.24,32,31-01-2011,09-12-2011,312,3,4,1,8,2,At Risk/ Need Attention,,,,
15882,495.36,24,25-05-2011,09-12-2011,198,4,3,2,9,2,At Risk/ Need Attention,,,,
15883,396.48,49,07-12-2011,09-12-2011,2,3,5,10,18,6,Loyal customer,,,,
15885,379.35,18,08-09-2011,09-12-2011,92,3,2,4,9,2,At Risk/ Need Attention,,,,
15886,181.09,12,10-10-2011,09-12-2011,60,1,1,5,7,1,At Risk/ Need Attention,,,,
15888,141.27,14,21-09-2011,09-12-2011,79,0,1,4,5,0,immediate Attention,,,,
15889,446.87,93,06-07-2011,09-12-2011,156,3,7,3,13,4,At Risk/ Need Attention,,,,
15891,524.52,62,27-04-2011,09-12-2011,226,4,6,2,12,3,At Risk/ Need Attention,,,,
15894,263.55,41,31-03-2011,09-12-2011,253,2,4,2,8,2,At Risk/ Need Attention,,,,
15895,179.17,11,13-07-2011,09-12-2011,149,1,1,3,5,0,immediate Attention,,,,
15897,222.05,24,29-05-2011,09-12-2011,194,1,3,2,6,1,At Risk/ Need Attention,,,,
15898,1384.68,87,08-12-2011,09-12-2011,1,7,7,10,24,8,Top Customer,,,,
15899,56.25,4,06-12-2010,09-12-2011,368,0,0,1,1,0,immediate Attention,,,,
15900,351.11,51,16-11-2011,09-12-2011,23,3,5,7,15,5,Loyal customer,,,,
15901,363.88,116,23-11-2011,09-12-2011,16,3,7,8,18,6,Loyal customer,,,,
15903,5126.34,75,30-11-2011,09-12-2011,9,9,6,9,24,8,Top Customer,,,,
15904,164.68,30,01-12-2011,09-12-2011,8,1,4,9,14,4,At Risk/ Need Attention,,,,
15906,1521.79,151,20-11-2011,09-12-2011,19,7,8,8,23,8,Top Customer,,,,
15907,967.45,249,06-12-2011,09-12-2011,3,6,9,10,25,8,Top Customer,,,,
15909,191.94,7,19-06-2011,09-12-2011,173,1,0,3,4,0,immediate Attention,,,,
15910,1232.18,267,09-12-2011,09-12-2011,0,6,9,10,25,8,Top Customer,,,,
15912,264.62,19,14-06-2011,09-12-2011,178,2,2,3,7,1,At Risk/ Need Attention,,,,
15916,1491.24,160,23-11-2011,09-12-2011,16,7,8,8,23,8,Top Customer,,,,
15917,123.1,12,06-04-2011,09-12-2011,247,0,1,2,3,0,immediate Attention,,,,
15918,334.23,40,02-06-2011,09-12-2011,190,2,4,2,8,2,At Risk/ Need Attention,,,,
15919,639.89,143,20-11-2011,09-12-2011,19,4,8,8,20,7,Loyal customer,,,,
15920,167.5,60,08-07-2011,09-12-2011,154,1,6,3,10,3,At Risk/ Need Attention,,,,
15921,336.03,25,20-06-2011,09-12-2011,172,2,3,3,8,2,At Risk/ Need Attention,,,,
15922,363.6,12,02-12-2010,09-12-2011,372,3,1,1,5,0,immediate Attention,,,,
15923,127.08,21,02-12-2010,09-12-2011,372,0,2,1,3,0,immediate Attention,,,,
15925,207.15,12,29-05-2011,09-12-2011,194,1,1,2,4,0,immediate Attention,,,,
15930,426.63,21,03-10-2011,09-12-2011,67,3,2,5,10,3,At Risk/ Need Attention,,,,
15932,2461.85,119,05-12-2011,09-12-2011,4,8,7,10,25,8,Top Customer,,,,
15933,1107.46,74,18-11-2011,09-12-2011,21,6,6,8,20,7,Loyal customer,,,,
15935,416.86,12,14-04-2011,09-12-2011,239,3,1,2,6,1,At Risk/ Need Attention,,,,
15937,145.35,7,06-10-2011,09-12-2011,64,0,0,5,5,0,immediate Attention,,,,
15938,404.58,18,19-08-2011,09-12-2011,112,3,2,3,8,2,At Risk/ Need Attention,,,,
15939,6102.26,77,11-09-2011,09-12-2011,89,9,6,4,19,6,Loyal customer,,,,
15940,31.8,2,01-02-2011,09-12-2011,311,0,0,1,1,0,immediate Attention,,,,
15942,337.44,14,29-07-2011,09-12-2011,133,3,1,3,7,1,At Risk/ Need Attention,,,,
15944,325.1,6,08-03-2011,09-12-2011,276,2,0,1,3,0,immediate Attention,,,,
15945,181,2,09-12-2010,09-12-2011,365,1,0,1,2,0,immediate Attention,,,,
15947,1708.24,29,18-09-2011,09-12-2011,82,7,3,4,14,4,At Risk/ Need Attention,,,,
15948,955.24,60,01-12-2011,09-12-2011,8,6,6,9,21,7,Loyal customer,,,,
